"x","y","u"
1.2,8.3,132.491627
1.2,8.4,132.440328
1.2,8.5,132.392124
1.2,8.6,132.346851
1.2,8.7,132.304348
1.2,8.8,132.264462
1.2,8.9,132.227048
1.2,9,132.191965
1.2,9.1,132.15908
1.2,9.2,132.128268
1.2,9.3,132.099408
1.2,9.4,132.072384
1.2,9.5,132.047088
1.2,9.6,132.023418
1.2,9.7,132.001275
1.2,9.8,131.980568
1.2,9.9,131.961207
1.2,10,131.943111
1.3,1.4,133.707699
1.3,1.5,134.934764
1.3,1.6,136.035124
1.3,1.7,137.015568
1.3,1.8,137.882837
1.3,1.9,138.643605
1.3,2,139.304449
1.3,2.1,139.87183
1.3,2.2,140.352076
1.3,2.3,140.751354
1.3,2.4,141.075664
1.3,2.5,141.330814
1.3,2.6,141.522414
1.3,2.7,141.655857
1.3,2.8,141.736318
1.3,2.9,141.768737
1.3,3,141.757821
1.3,3.1,141.708032
1.3,3.2,141.623592
1.3,3.3,141.508479
1.3,3.4,141.366424
1.3,3.5,141.200921
1.3,3.6,141.015225
1.3,3.7,140.812357
1.3,3.8,140.595112
1.3,3.9,140.366065
1.3,4,140.127578
1.3,4.1,139.881809
1.3,4.2,139.63072
1.3,4.3,139.376086
1.3,4.4,139.119507
1.3,4.5,138.862416
1.3,4.6,138.606086
1.3,4.7,138.351646
1.3,4.8,138.100085
1.3,4.9,137.852267
1.3,5,137.608935
1.3,5.1,137.370724
1.3,5.2,137.138168
1.3,5.3,136.911711
1.3,5.4,136.69171
1.3,5.5,136.478449
1.3,5.6,136.272142
1.3,5.7,136.072943
1.3,5.8,135.880948
1.3,5.9,135.696207
1.3,6,135.518725
1.3,6.1,135.34847
1.3,6.2,135.185374
1.3,6.3,135.029344
1.3,6.4,134.88026
1.3,6.5,134.737981
1.3,6.6,134.602349
1.3,6.7,134.473191
1.3,6.8,134.350324
1.3,6.9,134.233554
1.3,7,134.122681
1.3,7.1,134.017499
1.3,7.2,133.917799
1.3,7.3,133.823372
1.3,7.4,133.734008
1.3,7.5,133.649496
1.3,7.6,133.569629
1.3,7.7,133.494204
1.3,7.8,133.423017
1.3,7.9,133.355874
1.3,8,133.292581
1.3,8.1,133.232951
1.3,8.2,133.176805
1.3,8.3,133.123965
1.3,8.4,133.074262
1.3,8.5,133.027532
1.3,8.6,132.983619
1.3,8.7,132.942371
1.3,8.8,132.903643
1.3,8.9,132.867296
1.3,9,132.833198
1.3,9.1,132.801222
1.3,9.2,132.771247
1.3,9.3,132.743158
1.3,9.4,132.716845
1.3,9.5,132.692205
1.3,9.6,132.669138
1.3,9.7,132.647552
1.3,9.8,132.627356
1.3,9.9,132.608468
1.3,10,132.590807
1.4,1.5,134.025127
1.4,1.6,135.138353
1.4,1.7,136.136768
1.4,1.8,137.026506
1.4,1.9,137.813666
1.4,2,138.504282
1.4,2.1,139.104306
1.4,2.2,139.619585
1.4,2.3,140.055847
1.4,2.4,140.418676
1.4,2.5,140.713505
1.4,2.6,140.945596
1.4,2.7,141.12003
1.4,2.8,141.241693
1.4,2.9,141.315275
1.4,3,141.345253
1.4,3.1,141.335892
1.4,3.2,141.291239
1.4,3.3,141.21512
1.4,3.4,141.111141
1.4,3.5,140.982687
1.4,3.6,140.832926
1.4,3.7,140.664808
1.4,3.8,140.481076
1.4,3.9,140.284264
1.4,4,140.076708
1.4,4.1,139.860551
1.4,4.2,139.637752
1.4,4.3,139.410091
1.4,4.4,139.17918
1.4,4.5,138.946472
1.4,4.6,138.713266
1.4,4.7,138.480721
1.4,4.8,138.249861
1.4,4.9,138.021587
1.4,5,137.796681
1.4,5.1,137.575821
1.4,5.2,137.359585
1.4,5.3,137.148458
1.4,5.4,136.942845
1.4,5.5,136.743072
1.4,5.6,136.549399
1.4,5.7,136.362021
1.4,5.8,136.181078
1.4,5.9,136.006662
1.4,6,135.838817
1.4,6.1,135.677551
1.4,6.2,135.522834
1.4,6.3,135.374608
1.4,6.4,135.232789
1.4,6.5,135.097269
1.4,6.6,134.967921
1.4,6.7,134.844604
1.4,6.8,134.727161
1.4,6.9,134.615427
1.4,7,134.509226
1.4,7.1,134.408378
1.4,7.2,134.312697
1.4,7.3,134.221995
1.4,7.4,134.13608
1.4,7.5,134.054764
1.4,7.6,133.977855
1.4,7.7,133.905167
1.4,7.8,133.836513
1.4,7.9,133.771712
1.4,8,133.710585
1.4,8.1,133.652958
1.4,8.2,133.598662
1.4,8.3,133.547531
1.4,8.4,133.499407
1.4,8.5,133.454136
1.4,8.6,133.41157
1.4,8.7,133.371565
1.4,8.8,133.333984
1.4,8.9,133.298696
1.4,9,133.265575
1.4,9.1,133.234499
1.4,9.2,133.205355
1.4,9.3,133.178033
1.4,9.4,133.152427
1.4,9.5,133.128438
1.4,9.6,133.105972
1.4,9.7,133.084939
1.4,9.8,133.065254
1.4,9.9,133.046835
1.4,10,133.029607
1.5,1.6,134.164489
1.5,1.7,135.174587
1.5,1.8,136.08063
1.5,1.9,136.888168
1.5,2,137.602714
1.5,2.1,138.22973
1.5,2.2,138.7746
1.5,2.3,139.24262
1.5,2.4,139.638972
1.5,2.5,139.968717
1.5,2.6,140.236773
1.5,2.7,140.447907
1.5,2.8,140.606723
1.5,2.9,140.717651
1.5,3,140.784938
1.5,3.1,140.812643
1.5,3.2,140.804633
1.5,3.3,140.764576
1.5,3.4,140.695942
1.5,3.5,140.602
1.5,3.6,140.485821
1.5,3.7,140.350277
1.5,3.8,140.198045
1.5,3.9,140.031613
1.5,4,139.853279
1.5,4.1,139.665164
1.5,4.2,139.469212
1.5,4.3,139.267201
1.5,4.4,139.060747
1.5,4.5,138.851314
1.5,4.6,138.64022
1.5,4.7,138.428646
1.5,4.8,138.217645
1.5,4.9,138.008147
1.5,5,137.80097
1.5,5.1,137.596827
1.5,5.2,137.396334
1.5,5.3,137.200016
1.5,5.4,137.008317
1.5,5.5,136.821603
1.5,5.6,136.640174
1.5,5.7,136.464265
1.5,5.8,136.294056
1.5,5.9,136.129677
1.5,6,135.971209
1.5,6.1,135.818697
1.5,6.2,135.672148
1.5,6.3,135.531535
1.5,6.4,135.396809
1.5,6.5,135.267893
1.5,6.6,135.14469
1.5,6.7,135.027087
1.5,6.8,134.914956
1.5,6.9,134.808156
1.5,7,134.706537
1.5,7.1,134.609941
1.5,7.2,134.518205
1.5,7.3,134.431161
1.5,7.4,134.348638
1.5,7.5,134.270463
1.5,7.6,134.196465
1.5,7.7,134.126472
1.5,7.8,134.060313
1.5,7.9,133.997821
1.5,8,133.938829
1.5,8.1,133.883178
1.5,8.2,133.830708
1.5,8.3,133.781265
1.5,8.4,133.734702
1.5,8.5,133.690872
1.5,8.6,133.649637
1.5,8.7,133.610862
1.5,8.8,133.574417
1.5,8.9,133.540177
1.5,9,133.508023
1.5,9.1,133.477841
1.5,9.2,133.449521
1.5,9.3,133.422959
1.5,9.4,133.398054
1.5,9.5,133.374712
1.5,9.6,133.352842
1.5,9.7,133.332359
1.5,9.8,133.31318
1.5,9.9,133.295229
1.5,10,133.278432
1.6,1.7,134.142664
1.6,1.8,135.059316
1.6,1.9,135.881648
1.6,2,136.614677
1.6,2.1,137.263394
1.6,2.2,137.832738
1.6,2.3,138.327587
1.6,2.4,138.752732
1.6,2.5,139.112868
1.6,2.6,139.412577
1.6,2.7,139.656316
1.6,2.8,139.848403
1.6,2.9,139.993011
1.6,3,140.094153
1.6,3.1,140.155681
1.6,3.2,140.181273
1.6,3.3,140.174435
1.6,3.4,140.138494
1.6,3.5,140.076596
1.6,3.6,139.991705
1.6,3.7,139.886608
1.6,3.8,139.763908
1.6,3.9,139.626036
1.6,4,139.475247
1.6,4.1,139.313629
1.6,4.2,139.143104
1.6,4.3,138.965439
1.6,4.4,138.782246
1.6,4.5,138.594993
1.6,4.6,138.40501
1.6,4.7,138.213492
1.6,4.8,138.021514
1.6,4.9,137.830031
1.6,5,137.639889
1.6,5.1,137.451832
1.6,5.2,137.266509
1.6,5.3,137.084478
1.6,5.4,136.906218
1.6,5.5,136.732134
1.6,5.6,136.56256
1.6,5.7,136.397768
1.6,5.8,136.237973
1.6,5.9,136.083342
1.6,6,135.93399
1.6,6.1,135.789996
1.6,6.2,135.6514
1.6,6.3,135.518209
1.6,6.4,135.390401
1.6,6.5,135.267932
1.6,6.6,135.150733
1.6,6.7,135.038717
1.6,6.8,134.931782
1.6,6.9,134.829813
1.6,7,134.732682
1.6,7.1,134.640255
1.6,7.2,134.552389
1.6,7.3,134.468935
1.6,7.4,134.389742
1.6,7.5,134.314655
1.6,7.6,134.243518
1.6,7.7,134.176176
1.6,7.8,134.112472
1.6,7.9,134.052253
1.6,8,133.995366
1.6,8.1,133.941661
1.6,8.2,133.890992
1.6,8.3,133.843215
1.6,8.4,133.798191
1.6,8.5,133.755785
1.6,8.6,133.715866
1.6,8.7,133.678306
1.6,8.8,133.642983
1.6,8.9,133.60978
1.6,9,133.578584
1.6,9.1,133.549286
1.6,9.2,133.521782
1.6,9.3,133.495972
1.6,9.4,133.471763
1.6,9.5,133.449062
1.6,9.6,133.427784
1.6,9.7,133.407846
1.6,9.8,133.389171
1.6,9.9,133.371684
1.6,10,133.355314
1.7,1.8,133.975747
1.7,1.9,134.807711
1.7,2,135.554164
1.7,2.1,136.219646
1.7,2.2,136.808672
1.7,2.3,137.325714
1.7,2.4,137.775187
1.7,2.5,138.16143
1.7,2.6,138.488695
1.7,2.7,138.761134
1.7,2.8,138.982784
1.7,2.9,139.157559
1.7,3,139.289239
1.7,3.1,139.381463
1.7,3.2,139.437722
1.7,3.3,139.461352
1.7,3.4,139.455531
1.7,3.5,139.423277
1.7,3.6,139.367442
1.7,3.7,139.290716
1.7,3.8,139.195625
1.7,3.9,139.084534
1.7,4,138.959645
1.7,4.1,138.823007
1.7,4.2,138.676513
1.7,4.3,138.521909
1.7,4.4,138.360798
1.7,4.5,138.194644
1.7,4.6,138.02478
1.7,4.7,137.852413
1.7,4.8,137.678631
1.7,4.9,137.504407
1.7,5,137.330612
1.7,5.1,137.158013
1.7,5.2,136.987287
1.7,5.3,136.819024
1.7,5.4,136.653732
1.7,5.5,136.491849
1.7,5.6,136.33374
1.7,5.7,136.179711
1.7,5.8,136.030012
1.7,5.9,135.884838
1.7,6,135.74434
1.7,6.1,135.608627
1.7,6.2,135.477769
1.7,6.3,135.351805
1.7,6.4,135.230741
1.7,6.5,135.11456
1.7,6.6,135.00322
1.7,6.7,134.896662
1.7,6.8,134.794807
1.7,6.9,134.697564
1.7,7,134.604827
1.7,7.1,134.516483
1.7,7.2,134.432409
1.7,7.3,134.352476
1.7,7.4,134.276551
1.7,7.5,134.204495
1.7,7.6,134.13617
1.7,7.7,134.071433
1.7,7.8,134.010144
1.7,7.9,133.952161
1.7,8,133.897345
1.7,8.1,133.845557
1.7,8.2,133.796662
1.7,8.3,133.750527
1.7,8.4,133.707022
1.7,8.5,133.66602
1.7,8.6,133.627399
1.7,8.7,133.591039
1.7,8.8,133.556825
1.7,8.9,133.524647
1.7,9,133.494398
1.7,9.1,133.465974
1.7,9.2,133.439277
1.7,9.3,133.414213
1.7,9.4,133.390691
1.7,9.5,133.368625
1.7,9.6,133.347933
1.7,9.7,133.328536
1.7,9.8,133.31036
1.7,9.9,133.293333
1.7,10,133.277388
1.8,1.9,133.679031
1.8,2,134.434229
1.8,2.1,135.111891
1.8,2.2,135.716126
1.8,2.3,136.251019
1.8,2.4,136.72062
1.8,2.5,137.128926
1.8,2.6,137.479867
1.8,2.7,137.777295
1.8,2.8,138.024971
1.8,2.9,138.226553
1.8,3,138.38559
1.8,3.1,138.505506
1.8,3.2,138.589603
1.8,3.3,138.641043
1.8,3.4,138.662852
1.8,3.5,138.657914
1.8,3.6,138.628963
1.8,3.7,138.578588
1.8,3.8,138.509228
1.8,3.9,138.423177
1.8,4,138.322579
1.8,4.1,138.209433
1.8,4.2,138.085597
1.8,4.3,137.952791
1.8,4.4,137.8126
1.8,4.5,137.666479
1.8,4.6,137.515757
1.8,4.7,137.361644
1.8,4.8,137.205237
1.8,4.9,137.047525
1.8,5,136.889391
1.8,5.1,136.731627
1.8,5.2,136.574931
1.8,5.3,136.419918
1.8,5.4,136.267124
1.8,5.5,136.117013
1.8,5.6,135.969982
1.8,5.7,135.826364
1.8,5.8,135.686439
1.8,5.9,135.550433
1.8,6,135.418525
1.8,6.1,135.290855
1.8,6.2,135.16752
1.8,6.3,135.048587
1.8,6.4,134.93409
1.8,6.5,134.824037
1.8,6.6,134.718414
1.8,6.7,134.617183
1.8,6.8,134.52029
1.8,6.9,134.427666
1.8,7,134.339227
1.8,7.1,134.254879
1.8,7.2,134.174519
1.8,7.3,134.098037
1.8,7.4,134.025316
1.8,7.5,133.956234
1.8,7.6,133.890668
1.8,7.7,133.82849
1.8,7.8,133.769573
1.8,7.9,133.713789
1.8,8,133.66101
1.8,8.1,133.611109
1.8,8.2,133.563961
1.8,8.3,133.519443
1.8,8.4,133.477434
1.8,8.5,133.437816
1.8,8.6,133.400475
1.8,8.7,133.365299
1.8,8.8,133.33218
1.8,8.9,133.301014
1.8,9,133.271699
1.8,9.1,133.244139
1.8,9.2,133.21824
1.8,9.3,133.193913
1.8,9.4,133.171072
1.8,9.5,133.149634
1.8,9.6,133.129523
1.8,9.7,133.110661
1.8,9.8,133.092979
1.8,9.9,133.076408
1.8,10,133.060884
1.9,2,133.266995
1.9,2.1,133.952596
1.9,2.2,134.567883
1.9,2.3,135.116573
1.9,2.4,135.602366
1.9,2.5,136.028929
1.9,2.6,136.39988
1.9,2.7,136.718781
1.9,2.8,136.989121
1.9,2.9,137.214308
1.9,3,137.397658
1.9,3.1,137.542386
1.9,3.2,137.651598
1.9,3.3,137.728286
1.9,3.4,137.77532
1.9,3.5,137.795442
1.9,3.6,137.791268
1.9,3.7,137.765278
1.9,3.8,137.719821
1.9,3.9,137.657111
1.9,4,137.579227
1.9,4.1,137.488116
1.9,4.2,137.385593
1.9,4.3,137.273344
1.9,4.4,137.152929
1.9,4.5,137.025789
1.9,4.6,136.893243
1.9,4.7,136.7565
1.9,4.8,136.616658
1.9,4.9,136.474714
1.9,5,136.331565
1.9,5.1,136.188017
1.9,5.2,136.044786
1.9,5.3,135.902509
1.9,5.4,135.761744
1.9,5.5,135.622979
1.9,5.6,135.486637
1.9,5.7,135.353078
1.9,5.8,135.222608
1.9,5.9,135.095479
1.9,6,134.971899
1.9,6.1,134.852032
1.9,6.2,134.736004
1.9,6.3,134.623907
1.9,6.4,134.515799
1.9,6.5,134.411715
1.9,6.6,134.311662
1.9,6.7,134.215627
1.9,6.8,134.123577
1.9,6.9,134.035464
1.9,7,133.951226
1.9,7.1,133.870787
1.9,7.2,133.794062
1.9,7.3,133.720959
1.9,7.4,133.651377
1.9,7.5,133.585211
1.9,7.6,133.522351
1.9,7.7,133.462685
1.9,7.8,133.406097
1.9,7.9,133.352473
1.9,8,133.301696
1.9,8.1,133.25365
1.9,8.2,133.208221
1.9,8.3,133.165294
1.9,8.4,133.124759
1.9,8.5,133.086505
1.9,8.6,133.050426
1.9,8.7,133.016417
1.9,8.8,132.984377
1.9,8.9,132.954209
1.9,9,132.925817
1.9,9.1,132.89911
1.9,9.2,132.873999
1.9,9.3,132.8504
1.9,9.4,132.828231
1.9,9.5,132.807415
1.9,9.6,132.787877
1.9,9.7,132.769545
1.9,9.8,132.752352
1.9,9.9,132.736233
1.9,10,132.721125
2,2.1,132.753297
2,2.2,133.375791
2,2.3,133.934509
2,2.4,134.432819
2,2.5,134.87407
2,2.6,135.261582
2,2.7,135.598633
2,2.8,135.88845
2,2.9,136.134195
2,3,136.338956
2,3.1,136.505738
2,3.2,136.637457
2,3.3,136.736928
2,3.4,136.806865
2,3.5,136.849869
2,3.6,136.868428
2,3.7,136.864915
2,3.8,136.841581
2,3.9,136.800556
2,4,136.743849
2,4.1,136.673346
2,4.2,136.590816
2,4.3,136.497904
2,4.4,136.396143
2,4.5,136.286948
2,4.6,136.171627
2,4.7,136.051379
2,4.8,135.927302
2,4.9,135.800392
2,5,135.671557
2,5.1,135.54161
2,5.2,135.411284
2,5.3,135.281231
2,5.4,135.15203
2,5.5,135.024187
2,5.6,134.898149
2,5.7,134.774297
2,5.8,134.652962
2,5.9,134.534421
2,6,134.418905
2,6.1,134.306603
2,6.2,134.197665
2,6.3,134.092207
2,6.4,133.990311
2,6.5,133.892034
2,6.6,133.797405
2,6.7,133.706434
2,6.8,133.619108
2,6.9,133.535398
2,7,133.455262
2,7.1,133.378643
2,7.2,133.305474
2,7.3,133.235677
2,7.4,133.169169
2,7.5,133.105859
2,7.6,133.045653
2,7.7,132.98845
2,7.8,132.934148
2,7.9,132.882645
2,8,132.833835
2,8.1,132.787612
2,8.2,132.743872
2,8.3,132.702511
2,8.4,132.663425
2,8.5,132.626513
2,8.6,132.591676
2,8.7,132.558817
2,8.8,132.527842
2,8.9,132.498658
2,9,132.471175
2,9.1,132.44531
2,9.2,132.420977
2,9.3,132.398096
2,9.4,132.376592
2,9.5,132.35639
2,9.6,132.337419
2,9.7,132.319611
2,9.8,132.302901
2,9.9,132.287228
2,10,132.272533
2.1,2.2,132.150775
2.1,2.3,132.716035
2.1,2.4,133.223445
2.1,2.5,133.676051
2.1,2.6,134.076888
2.1,2.7,134.428963
2.1,2.8,134.735245
2.1,2.9,134.998659
2.1,3,135.222069
2.1,3.1,135.408274
2.1,3.2,135.56
2.1,3.3,135.67989
2.1,3.4,135.770495
2.1,3.5,135.834278
2.1,3.6,135.873597
2.1,3.7,135.890711
2.1,3.8,135.88777
2.1,3.9,135.866818
2.1,4,135.829787
2.1,4.1,135.7785
2.1,4.2,135.714671
2.1,4.3,135.639902
2.1,4.4,135.55569
2.1,4.5,135.463424
2.1,4.6,135.364391
2.1,4.7,135.259777
2.1,4.8,135.150671
2.1,4.9,135.038072
2.1,5,134.922884
2.1,5.1,134.805931
2.1,5.2,134.687955
2.1,5.3,134.569619
2.1,5.4,134.451517
2.1,5.5,134.334175
2.1,5.6,134.218055
2.1,5.7,134.103561
2.1,5.8,133.991043
2.1,5.9,133.8808
2.1,6,133.773086
2.1,6.1,133.66811
2.1,6.2,133.566046
2.1,6.3,133.46703
2.1,6.4,133.371167
2.1,6.5,133.278535
2.1,6.6,133.189185
2.1,6.7,133.103144
2.1,6.8,133.020421
2.1,6.9,132.941007
2.1,7,132.864875
2.1,7.1,132.791987
2.1,7.2,132.722291
2.1,7.3,132.655728
2.1,7.4,132.592228
2.1,7.5,132.531716
2.1,7.6,132.474108
2.1,7.7,132.419319
2.1,7.8,132.36726
2.1,7.9,132.317837
2.1,8,132.270957
2.1,8.1,132.226525
2.1,8.2,132.184445
2.1,8.3,132.144623
2.1,8.4,132.106963
2.1,8.5,132.071371
2.1,8.6,132.037758
2.1,8.7,132.006031
2.1,8.8,131.976103
2.1,8.9,131.947888
2.1,9,131.921303
2.1,9.1,131.896267
2.1,9.2,131.872701
2.1,9.3,131.85053
2.1,9.4,131.829682
2.1,9.5,131.810085
2.1,9.6,131.791674
2.1,9.7,131.774383
2.1,9.8,131.758152
2.1,9.9,131.74292
2.1,10,131.728633
2.2,2.3,131.471448
2.2,2.4,131.984795
2.2,2.5,132.445658
2.2,2.6,132.856798
2.2,2.7,133.220961
2.2,2.8,133.540873
2.2,2.9,133.819224
2.2,3,134.058664
2.2,3.1,134.261789
2.2,3.2,134.431137
2.2,3.3,134.569179
2.2,3.4,134.67831
2.2,3.5,134.760847
2.2,3.6,134.819021
2.2,3.7,134.854972
2.2,3.8,134.870748
2.2,3.9,134.868302
2.2,4,134.849487
2.2,4.1,134.816057
2.2,4.2,134.769667
2.2,4.3,134.711871
2.2,4.4,134.644125
2.2,4.5,134.567788
2.2,4.6,134.48412
2.2,4.7,134.394291
2.2,4.8,134.299378
2.2,4.9,134.200371
2.2,5,134.098175
2.2,5.1,133.993614
2.2,5.2,133.887435
2.2,5.3,133.780313
2.2,5.4,133.672851
2.2,5.5,133.56559
2.2,5.6,133.459006
2.2,5.7,133.353522
2.2,5.8,133.249504
2.2,5.9,133.147271
2.2,6,133.047095
2.2,6.1,132.949207
2.2,6.2,132.853799
2.2,6.3,132.761029
2.2,6.4,132.671022
2.2,6.5,132.583873
2.2,6.6,132.499654
2.2,6.7,132.418412
2.2,6.8,132.340172
2.2,6.9,132.264943
2.2,7,132.192716
2.2,7.1,132.123469
2.2,7.2,132.057167
2.2,7.3,131.993764
2.2,7.4,131.933205
2.2,7.5,131.875429
2.2,7.6,131.820366
2.2,7.7,131.767943
2.2,7.8,131.71808
2.2,7.9,131.670698
2.2,8,131.625712
2.2,8.1,131.583038
2.2,8.2,131.542588
2.2,8.3,131.504277
2.2,8.4,131.468018
2.2,8.5,131.433725
2.2,8.6,131.401314
2.2,8.7,131.370701
2.2,8.8,131.341805
2.2,8.9,131.314545
2.2,9,131.288844
2.2,9.1,131.264625
2.2,9.2,131.241815
2.2,9.3,131.220344
2.2,9.4,131.200142
2.2,9.5,131.181143
2.2,9.6,131.163285
2.2,9.7,131.146505
2.2,9.8,131.130745
2.2,9.9,131.115949
2.2,10,131.102065
2.3,2.4,130.72653
2.3,2.5,131.19278
2.3,2.6,131.611411
2.3,2.7,131.984922
2.3,2.8,132.315801
2.3,2.9,132.606518
2.3,3,132.859511
2.3,3.1,133.07718
2.3,3.2,133.26188
2.3,3.3,133.415912
2.3,3.4,133.541515
2.3,3.5,133.640862
2.3,3.6,133.716054
2.3,3.7,133.769115
2.3,3.8,133.801987
2.3,3.9,133.816527
2.3,4,133.814508
2.3,4.1,133.797611
2.3,4.2,133.767428
2.3,4.3,133.725462
2.3,4.4,133.673123
2.3,4.5,133.611733
2.3,4.6,133.542526
2.3,4.7,133.466646
2.3,4.8,133.385156
2.3,4.9,133.299035
2.3,5,133.20918
2.3,5.1,133.116416
2.3,5.2,133.02149
2.3,5.3,132.925082
2.3,5.4,132.827804
2.3,5.5,132.730206
2.3,5.6,132.632779
2.3,5.7,132.535957
2.3,5.8,132.440123
2.3,5.9,132.345612
2.3,6,132.252714
2.3,6.1,132.161676
2.3,6.2,132.072709
2.3,6.3,131.985989
2.3,6.4,131.901658
2.3,6.5,131.819831
2.3,6.6,131.740596
2.3,6.7,131.664019
2.3,6.8,131.590141
2.3,6.9,131.518988
2.3,7,131.450567
2.3,7.1,131.384871
2.3,7.2,131.321881
2.3,7.3,131.261564
2.3,7.4,131.20388
2.3,7.5,131.14878
2.3,7.6,131.096206
2.3,7.7,131.046098
2.3,7.8,130.998388
2.3,7.9,130.953006
2.3,8,130.909877
2.3,8.1,130.868926
2.3,8.2,130.830077
2.3,8.3,130.79325
2.3,8.4,130.758367
2.3,8.5,130.72535
2.3,8.6,130.694122
2.3,8.7,130.664605
2.3,8.8,130.636723
2.3,8.9,130.610403
2.3,9,130.585571
2.3,9.1,130.562158
2.3,9.2,130.540093
2.3,9.3,130.519311
2.3,9.4,130.499747
2.3,9.5,130.481338
2.3,9.6,130.464024
2.3,9.7,130.447748
2.3,9.8,130.432454
2.3,9.9,130.418089
2.3,10,130.404602
2.4,2.5,129.926436
2.4,2.6,130.349955
2.4,2.7,130.730262
2.4,2.8,131.069622
2.4,2.9,131.370289
2.4,3,131.634501
2.4,3.1,131.864468
2.4,3.2,132.062365
2.4,3.3,132.230328
2.4,3.4,132.370441
2.4,3.5,132.484736
2.4,3.6,132.575184
2.4,3.7,132.64369
2.4,3.8,132.69209
2.4,3.9,132.722147
2.4,4,132.735546
2.4,4.1,132.733894
2.4,4.2,132.718719
2.4,4.3,132.691466
2.4,4.4,132.653497
2.4,4.5,132.606094
2.4,4.6,132.550458
2.4,4.7,132.487707
2.4,4.8,132.418884
2.4,4.9,132.34495
2.4,5,132.266797
2.4,5.1,132.18524
2.4,5.2,132.101027
2.4,5.3,132.014839
2.4,5.4,131.927293
2.4,5.5,131.838946
2.4,5.6,131.750297
2.4,5.7,131.661793
2.4,5.8,131.57383
2.4,5.9,131.486754
2.4,6,131.400872
2.4,6.1,131.316448
2.4,6.2,131.233706
2.4,6.3,131.152839
2.4,6.4,131.074006
2.4,6.5,130.997339
2.4,6.6,130.922942
2.4,6.7,130.850896
2.4,6.8,130.781259
2.4,6.9,130.714072
2.4,7,130.649358
2.4,7.1,130.587123
2.4,7.2,130.527362
2.4,7.3,130.470058
2.4,7.4,130.415181
2.4,7.5,130.362696
2.4,7.6,130.312557
2.4,7.7,130.264715
2.4,7.8,130.219112
2.4,7.9,130.175688
2.4,8,130.134379
2.4,8.1,130.095119
2.4,8.2,130.057838
2.4,8.3,130.022468
2.4,8.4,129.988937
2.4,8.5,129.957173
2.4,8.6,129.927107
2.4,8.7,129.898667
2.4,8.8,129.871783
2.4,8.9,129.846387
2.4,9,129.822412
2.4,9.1,129.799791
2.4,9.2,129.77846
2.4,9.3,129.758357
2.4,9.4,129.739421
2.4,9.5,129.721593
2.4,9.6,129.704817
2.4,9.7,129.689038
2.4,9.8,129.674203
2.4,9.9,129.660263
2.4,10,129.647169
2.5,2.6,129.080806
2.5,2.7,129.465547
2.5,2.8,129.811073
2.5,2.9,130.119434
2.5,3,130.392675
2.5,3.1,130.632821
2.5,3.2,130.841877
2.5,3.3,131.021815
2.5,3.4,131.17457
2.5,3.5,131.302034
2.5,3.6,131.406048
2.5,3.7,131.488401
2.5,3.8,131.550821
2.5,3.9,131.594973
2.5,4,131.622456
2.5,4.1,131.634801
2.5,4.2,131.633466
2.5,4.3,131.619837
2.5,4.4,131.595226
2.5,4.5,131.56087
2.5,4.6,131.517934
2.5,4.7,131.467506
2.5,4.8,131.410604
2.5,4.9,131.348174
2.5,5,131.281089
2.5,5.1,131.210159
2.5,5.2,131.136126
2.5,5.3,131.059669
2.5,5.4,130.981406
2.5,5.5,130.901899
2.5,5.6,130.821654
2.5,5.7,130.741126
2.5,5.8,130.66072
2.5,5.9,130.580795
2.5,6,130.501671
2.5,6.1,130.423622
2.5,6.2,130.34689
2.5,6.3,130.271681
2.5,6.4,130.198169
2.5,6.5,130.1265
2.5,6.6,130.056794
2.5,6.7,129.989146
2.5,6.8,129.923629
2.5,6.9,129.860299
2.5,7,129.799191
2.5,7.1,129.740327
2.5,7.2,129.683714
2.5,7.3,129.629347
2.5,7.4,129.577211
2.5,7.5,129.52728
2.5,7.6,129.47952
2.5,7.7,129.433893
2.5,7.8,129.390351
2.5,7.9,129.348844
2.5,8,129.309318
2.5,8.1,129.271715
2.5,8.2,129.235973
2.5,8.3,129.202031
2.5,8.4,129.169826
2.5,8.5,129.139293
2.5,8.6,129.110368
2.5,8.7,129.082986
2.5,8.8,129.057084
2.5,8.9,129.032597
2.5,9,129.009463
2.5,9.1,128.987622
2.5,9.2,128.967014
2.5,9.3,128.947579
2.5,9.4,128.929262
2.5,9.5,128.912006
2.5,9.6,128.89576
2.5,9.7,128.880471
2.5,9.8,128.866089
2.5,9.9,128.852568
2.5,10,128.839861
2.6,2.7,128.198521
2.6,2.8,128.548068
2.6,2.9,128.862023
2.6,3,129.142244
2.6,3.1,129.390582
2.6,3.2,129.608875
2.6,3.3,129.798939
2.6,3.4,129.962562
2.6,3.5,130.101499
2.6,3.6,130.217465
2.6,3.7,130.312132
2.6,3.8,130.38712
2.6,3.9,130.443998
2.6,4,130.484277
2.6,4.1,130.509408
2.6,4.2,130.52078
2.6,4.3,130.519717
2.6,4.4,130.507477
2.6,4.5,130.48525
2.6,4.6,130.454162
2.6,4.7,130.415267
2.6,4.8,130.369556
2.6,4.9,130.317952
2.6,5,130.261315
2.6,5.1,130.200439
2.6,5.2,130.136059
2.6,5.3,130.068849
2.6,5.4,129.999426
2.6,5.5,129.928353
2.6,5.6,129.856139
2.6,5.7,129.783247
2.6,5.8,129.710087
2.6,5.9,129.637031
2.6,6,129.564404
2.6,6.1,129.492497
