"x","y","u","type"
2.8,2.9,127.204276770611,"GP"
2.8,3,125.530078546361,"GP"
2.8,3.1,123.876874467159,"GP"
2.8,3.2,122.275220770463,"GP"
2.8,3.3,120.754898362295,"GP"
2.8,3.4,119.343957555483,"GP"
2.8,3.5,118.06780408675,"GP"
2.8,3.6,116.948362126284,"GP"
2.8,3.7,116.003348081029,"GP"
2.8,3.8,115.245685512997,"GP"
2.8,3.9,114.68308652187,"GP"
2.8,4,114.317818633785,"GP"
2.8,4.1,114.146668830928,"GP"
2.8,4.2,114.161108158348,"GP"
2.8,4.3,114.347651724491,"GP"
2.8,4.4,114.68840028481,"GP"
2.8,4.5,115.161741400722,"GP"
2.8,4.6,115.743180836075,"GP"
2.8,4.7,116.406268800217,"GP"
2.8,4.8,117.123581226978,"GP"
2.8,4.9,117.867713771126,"GP"
2.8,5,118.612245786839,"GP"
2.8,5.1,119.332633290622,"GP"
2.8,5.2,120.006993742608,"GP"
2.8,5.3,120.616751220015,"GP"
2.8,5.4,121.147117899531,"GP"
2.8,5.5,121.587396306221,"GP"
2.8,5.6,121.931096039094,"GP"
2.8,5.7,122.175868114515,"GP"
2.8,5.8,122.323269128982,"GP"
2.8,5.9,122.37837560516,"GP"
2.8,6,122.349275678965,"GP"
2.8,6.1,122.246470328373,"GP"
2.8,6.2,122.082219370271,"GP"
2.8,6.3,121.869868325088,"GP"
2.8,6.4,121.623190979097,"GP"
2.8,6.5,121.355779208641,"GP"
2.8,6.6,121.080506647032,"GP"
2.8,6.7,120.809086458243,"GP"
2.8,6.8,120.551736296293,"GP"
2.8,6.9,120.316955984414,"GP"
2.8,7,120.111416061099,"GP"
2.8,7.1,119.939948598356,"GP"
2.8,7.2,119.805626025541,"GP"
2.8,7.3,119.709909421884,"GP"
2.8,7.4,119.65284509097,"GP"
2.8,7.5,119.633287294233,"GP"
2.8,7.6,119.649125763262,"GP"
2.8,7.7,119.697498877976,"GP"
2.8,7.8,119.774976930013,"GP"
2.8,7.9,119.877704349747,"GP"
2.8,8,120.001494769081,"GP"
2.8,8.1,120.141877911088,"GP"
2.8,8.2,120.29410214118,"GP"
2.8,8.3,120.453100725619,"GP"
2.8,8.4,120.613433129469,"GP"
2.8,8.5,120.769214840651,"GP"
2.8,8.6,120.914050118582,"GP"
2.8,8.7,121.040981723837,"GP"
2.8,8.8,121.142470173097,"GP"
2.8,8.9,121.210412549245,"GP"
2.8,9,121.236207614537,"GP"
2.8,9.1,121.210870204871,"GP"
2.8,9.2,121.125193928132,"GP"
2.8,9.3,120.969957349501,"GP"
2.8,9.4,120.736165398838,"GP"
2.8,9.5,120.415314914046,"GP"
2.8,9.6,119.999671217043,"GP"
2.8,9.7,119.482541516615,"GP"
2.8,9.8,118.858530785413,"GP"
2.8,9.9,118.123766538849,"GP"
2.8,10,117.276080561597,"GP"
2.9,3,123.455522681921,"GP"
2.9,3.1,121.610255552355,"GP"
2.9,3.2,119.816425624375,"GP"
2.9,3.3,118.105950269332,"GP"
2.9,3.4,116.509011157161,"GP"
2.9,3.5,115.053096272735,"GP"
2.9,3.6,113.762120141549,"GP"
2.9,3.7,112.655657180624,"GP"
2.9,3.8,111.74831951588,"GP"
2.9,3.9,111.049305511212,"GP"
2.9,4,110.562138799925,"GP"
2.9,4.1,110.284610038928,"GP"
2.9,4.2,110.208925235436,"GP"
2.9,4.3,110.322055701439,"GP"
2.9,4.4,110.60627589329,"GP"
2.9,4.5,111.039867034816,"GP"
2.9,4.6,111.597956944291,"GP"
2.9,4.7,112.253460300704,"GP"
2.9,4.8,112.978079052252,"GP"
2.9,4.9,113.743320069018,"GP"
2.9,5,114.521486651451,"GP"
2.9,5.1,115.28660218985,"GP"
2.9,5.2,116.01522806553,"GP"
2.9,5.3,116.687143604111,"GP"
2.9,5.4,117.285863229791,"GP"
2.9,5.5,117.798974518236,"GP"
2.9,5.6,118.218290118657,"GP"
2.9,5.7,118.53981597731,"GP"
2.9,5.8,118.763547395648,"GP"
2.9,5.9,118.893112668478,"GP"
2.9,6,118.935290899788,"GP"
2.9,6.1,118.899435703974,"GP"
2.9,6.2,118.796839601016,"GP"
2.9,6.3,118.640074870822,"GP"
2.9,6.4,118.44234545268,"GP"
2.9,6.5,118.216881307221,"GP"
2.9,6.6,117.976401777351,"GP"
2.9,6.7,117.732668274108,"GP"
2.9,6.8,117.49613953624,"GP"
2.9,6.9,117.275735274838,"GP"
2.9,7,117.078706731383,"GP"
2.9,7.1,116.910606033558,"GP"
2.9,7.2,116.775340649658,"GP"
2.9,7.3,116.675295048266,"GP"
2.9,7.4,116.611499080689,"GP"
2.9,7.5,116.583821710486,"GP"
2.9,7.6,116.591169479947,"GP"
2.9,7.7,116.631671371885,"GP"
2.9,7.8,116.702835236182,"GP"
2.9,7.9,116.801665365449,"GP"
2.9,8,116.924735732255,"GP"
2.9,8.1,117.068218432673,"GP"
2.9,8.2,117.22787162039,"GP"
2.9,8.3,117.398995307484,"GP"
2.9,8.4,117.576366564315,"GP"
2.9,8.5,117.754167668879,"GP"
2.9,8.6,117.925921529776,"GP"
2.9,8.7,118.084448229935,"GP"
2.9,8.8,118.221854899753,"GP"
2.9,8.9,118.329568500488,"GP"
2.9,9,118.398417720821,"GP"
2.9,9.1,118.418766344409,"GP"
2.9,9.2,118.380696439823,"GP"
2.9,9.3,118.27423585776,"GP"
2.9,9.4,118.089621072374,"GP"
2.9,9.5,117.817583607317,"GP"
2.9,9.6,117.449646318488,"GP"
2.9,9.7,116.978414772925,"GP"
2.9,9.8,116.397848903607,"GP"
2.9,9.9,115.70350100124,"GP"
2.9,10,114.892707831302,"GP"
3,3.1,119.353274394815,"GP"
3,3.2,117.358352083169,"GP"
3,3.3,115.447745925417,"GP"
3,3.4,113.65381839635,"GP"
3,3.5,112.006206908965,"GP"
3,3.6,110.530901342486,"GP"
3,3.7,109.249436595463,"GP"
3,3.8,108.178232485181,"GP"
3,3.9,107.32810810808,"GP"
3,4,106.703991191035,"GP"
3,4.1,106.304835249035,"GP"
3,4.2,106.123748843033,"GP"
3,4.3,106.148332284466,"GP"
3,4.4,106.361208185774,"GP"
3,4.5,106.740723756011,"GP"
3,4.6,107.261795131572,"GP"
3,4.7,107.896857729282,"GP"
3,4.8,108.616881972181,"GP"
3,4.9,109.39241104677,"GP"
3,5,110.194576783361,"GP"
3,5.1,110.996051369928,"GP"
3,5.2,111.771896352635,"GP"
3,5.3,112.500276053658,"GP"
3,5.4,113.163009843189,"GP"
3,5.5,113.74594622881,"GP"
3,5.6,114.239150986092,"GP"
3,5.7,114.636911014028,"GP"
3,5.8,114.937564709666,"GP"
3,5.9,115.143177890891,"GP"
3,6,115.259091184877,"GP"
3,6.1,115.293369960896,"GP"
3,6.2,115.2561910535,"GP"
3,6.3,115.159201560939,"GP"
3,6.4,115.014883921157,"GP"
3,6.5,114.835958409648,"GP"
3,6.6,114.634849444076,"GP"
3,6.7,114.423235999895,"GP"
3,6.8,114.21169949861,"GP"
3,6.9,114.009475227669,"GP"
3,7,113.82430619889,"GP"
3,7.1,113.662391830523,"GP"
3,7.2,113.528418363423,"GP"
3,7.3,113.42565381946,"GP"
3,7.4,113.35608779187,"GP"
3,7.5,113.320595511145,"GP"
3,7.6,113.319106417212,"GP"
3,7.7,113.350759731642,"GP"
3,7.8,113.414033003391,"GP"
3,7.9,113.506833958957,"GP"
3,8,113.626550835625,"GP"
3,8.1,113.770061307676,"GP"
3,8.2,113.933704737398,"GP"
3,8.3,114.113226444649,"GP"
3,8.4,114.303705707506,"GP"
3,8.5,114.499481084421,"GP"
3,8.6,114.694087284292,"GP"
3,8.7,114.880217203624,"GP"
3,8.8,115.049720992589,"GP"
3,8.9,115.193651281257,"GP"
3,9,115.302360235056,"GP"
3,9.1,115.365650201143,"GP"
3,9.2,115.372975661124,"GP"
3,9.3,115.313690323313,"GP"
3,9.4,115.177329747021,"GP"
3,9.5,114.95391712466,"GP"
3,9.6,114.634277928586,"GP"
3,9.7,114.21034816378,"GP"
3,9.8,113.675460988859,"GP"
3,9.9,113.024597439878,"GP"
3,10,112.254588815789,"GP"
3.1,3.2,114.936641346986,"GP"
3.1,3.3,112.817633572328,"GP"
3.1,3.4,110.817304563398,"GP"
3.1,3.5,108.967486824936,"GP"
3.1,3.6,107.296310869348,"GP"
3.1,3.7,105.827357082645,"GP"
3.1,3.8,104.578957300142,"GP"
3.1,3.9,103.563674038674,"GP"
3.1,4,102.787978635357,"GP"
3.1,4.1,102.252141705722,"GP"
3.1,4.2,101.950340684339,"GP"
3.1,4.3,101.870980135045,"GP"
3.1,4.4,101.997211445349,"GP"
3.1,4.5,102.307629900167,"GP"
3.1,4.6,102.777119409531,"GP"
3.1,4.7,103.377808759392,"GP"
3.1,4.8,104.080098523489,"GP"
3.1,4.9,104.85371499621,"GP"
3.1,5,105.668746859552,"GP"
3.1,5.1,106.496621842189,"GP"
3.1,5.2,107.310984302399,"GP"
3.1,5.3,108.088440279843,"GP"
3.1,5.4,108.809143808201,"GP"
3.1,5.5,109.457206753972,"GP"
3.1,5.6,110.020923662257,"GP"
3.1,5.7,110.492812515373,"GP"
3.1,5.8,110.869481399265,"GP"
3.1,5.9,111.151339301614,"GP"
3.1,6,111.342176167184,"GP"
3.1,6.1,111.448642531311,"GP"
3.1,6.2,111.479662276159,"GP"
3.1,6.3,111.445813172801,"GP"
3.1,6.4,111.358708891302,"GP"
3.1,6.5,111.230413224816,"GP"
3.1,6.6,111.07291265346,"GP"
3.1,6.7,110.897667444711,"GP"
3.1,6.8,110.715254703689,"GP"
3.1,6.9,110.53510964497,"GP"
3.1,7,110.365364361497,"GP"
3.1,7.1,110.212776989618,"GP"
3.1,7.2,110.082738823202,"GP"
3.1,7.3,109.979342933684,"GP"
3.1,7.4,109.905495415017,"GP"
3.1,7.5,109.863049577252,"GP"
3.1,7.6,109.852944219721,"GP"
3.1,7.7,109.875329366759,"GP"
3.1,7.8,109.92966628689,"GP"
3.1,7.9,110.014792904724,"GP"
3.1,8,110.128950468313,"GP"
3.1,8.1,110.269772152129,"GP"
3.1,8.2,110.434238768238,"GP"
3.1,8.3,110.618610581261,"GP"
3.1,8.4,110.818347098191,"GP"
3.1,8.5,111.028028440119,"GP"
3.1,8.6,111.241292403412,"GP"
3.1,8.7,111.450800586034,"GP"
3.1,8.8,111.648245088087,"GP"
3.1,8.9,111.824404473401,"GP"
3.1,9,111.969254145959,"GP"
3.1,9.1,112.072132338163,"GP"
3.1,9.2,112.121958834401,"GP"
3.1,9.3,112.107499665855,"GP"
3.1,9.4,112.017667586774,"GP"
3.1,9.5,111.841845409553,"GP"
3.1,9.6,111.570217406958,"GP"
3.1,9.7,111.194093087542,"GP"
3.1,9.8,110.706207744633,"GP"
3.1,9.9,110.100985231688,"GP"
3.1,10,109.37475032433,"GP"
3.2,3.3,110.252780364857,"GP"
3.2,3.4,108.038408626697,"GP"
3.2,3.5,105.977508084141,"GP"
3.2,3.6,104.100392940513,"GP"
3.2,3.7,102.432753871283,"GP"
3.2,3.8,100.994921327227,"GP"
3.2,3.9,99.8013090847598,"GP"
3.2,4,98.8600599843189,"GP"
3.2,4.1,98.1729078610541,"GP"
3.2,4.2,97.7352609191999,"GP"
3.2,4.3,97.5365026232043,"GP"
3.2,4.4,97.5604970065821,"GP"
3.2,4.5,97.7862765850061,"GP"
3.2,4.6,98.1888832496148,"GP"
3.2,4.7,98.7403260252222,"GP"
3.2,4.8,99.4106147642839,"GP"
3.2,4.9,100.168825988508,"GP"
3.2,5,100.984156361913,"GP"
3.2,5.1,101.82692074187,"GP"
3.2,5.2,102.669455344136,"GP"
3.2,5.3,103.486892085634,"GP"
3.2,5.4,104.257777329836,"GP"
3.2,5.5,104.964516649797,"GP"
3.2,5.6,105.593636361461,"GP"
3.2,5.7,106.135861937447,"GP"
3.2,5.8,106.586022447208,"GP"
3.2,5.9,106.942798364274,"GP"
3.2,6,107.208336972312,"GP"
3.2,6.1,107.387764813081,"GP"
3.2,6.2,107.488629888635,"GP"
3.2,6.3,107.520307523886,"GP"
3.2,6.4,107.493402919743,"GP"
3.2,6.5,107.419180622675,"GP"
3.2,6.6,107.309046670525,"GP"
3.2,6.7,107.174103417381,"GP"
3.2,6.8,107.024790438683,"GP"
3.2,6.9,106.870617960797,"GP"
3.2,7,106.719992442879,"GP"
3.2,7.1,106.580127728894,"GP"
3.2,7.2,106.457029988084,"GP"
3.2,7.3,106.355540786259,"GP"
3.2,7.4,106.279420281397,"GP"
3.2,7.5,106.231451796304,"GP"
3.2,7.6,106.21354984726,"GP"
3.2,7.7,106.226855942394,"GP"
3.2,7.8,106.271809851356,"GP"
3.2,7.9,106.348188255226,"GP"
3.2,8,106.455107333481,"GP"
3.2,8.1,106.590990536123,"GP"
3.2,8.2,106.753507142445,"GP"
3.2,8.3,106.939490884414,"GP"
3.2,8.4,107.14485064102,"GP"
3.2,8.5,107.364486803927,"GP"
3.2,8.6,107.592227283438,"GP"
3.2,8.7,107.820796275053,"GP"
3.2,8.8,108.04182694116,"GP"
3.2,8.9,108.245926261385,"GP"
3.2,9,108.422796715,"GP"
3.2,9.1,108.561415466224,"GP"
3.2,9.2,108.650267635606,"GP"
3.2,9.3,108.677626357961,"GP"
3.2,9.4,108.631868924444,"GP"
3.2,9.5,108.50181561107,"GP"
3.2,9.6,108.277075976799,"GP"
3.2,9.7,107.948386570778,"GP"
3.2,9.8,107.507924147939,"GP"
3.2,9.9,106.949579612759,"GP"
3.2,10,106.269179887328,"GP"
3.3,3.4,105.355079008839,"GP"
3.3,3.5,103.076034325557,"GP"
3.3,3.6,100.984580435526,"GP"
3.3,3.7,99.1085604896593,"GP"
3.3,3.8,97.4703697619397,"GP"
3.3,3.9,96.0863634139162,"GP"
3.3,4,94.9664690383349,"GP"
3.3,4.1,94.1140185622925,"GP"
3.3,4.2,93.5258052617358,"GP"
3.3,4.3,93.1923623863301,"GP"
3.3,4.4,93.0984506500672,"GP"
3.3,4.5,93.2237330596807,"GP"
3.3,4.6,93.5436076753568,"GP"
3.3,4.7,94.0301623399228,"GP"
3.3,4.8,94.6532105293622,"GP"
3.3,4.9,95.3813645443528,"GP"
3.3,5,96.1831014530562,"GP"
3.3,5.1,97.027778568634,"GP"
3.3,5.2,97.8865587360213,"GP"
3.3,5.3,98.7332111240862,"GP"
3.3,5.4,99.5447602690754,"GP"
3.3,5.5,100.301964392192,"GP"
3.3,5.6,100.989613042194,"GP"
3.3,5.7,101.596643370923,"GP"
3.3,5.8,102.116083300733,"GP"
3.3,5.9,102.54483797477,"GP"
3.3,6,102.883342737028,"GP"
3.3,6.1,103.135111098098,"GP"
3.3,6.2,103.306209444809,"GP"
3.3,6.3,103.404691516237,"GP"
3.3,6.4,103.440024898781,"GP"
3.3,6.5,103.422539128595,"GP"
3.3,6.6,103.362920691522,"GP"
3.3,6.7,103.271774642965,"GP"
3.3,6.8,103.159266171043,"GP"
3.3,6.9,103.034848675989,"GP"
3.3,7,102.907078323125,"GP"
3.3,7.1,102.783509003148,"GP"
3.3,7.2,102.670656596641,"GP"
3.3,7.3,102.574017696452,"GP"
3.3,7.4,102.498125689478,"GP"
3.3,7.5,102.446626416322,"GP"
3.3,7.6,102.422356470658,"GP"
3.3,7.7,102.427409413009,"GP"
3.3,7.8,102.463178502425,"GP"
3.3,7.9,102.530368666446,"GP"
3.3,8,102.628974960711,"GP"
3.3,8.1,102.758229325129,"GP"
3.3,8.2,102.916521649265,"GP"
3.3,8.3,103.101304684185,"GP"
3.3,8.4,103.308994917137,"GP"
3.3,8.5,103.534882978935,"GP"
3.3,8.6,103.773067396417,"GP"
3.3,8.7,104.016424545477,"GP"
3.3,8.8,104.256625606928,"GP"
3.3,8.9,104.484208361661,"GP"
3.3,9,104.688708028505,"GP"
3.3,9.1,104.858847334679,"GP"
3.3,9.2,104.982781919493,"GP"
3.3,9.3,105.048393305156,"GP"
3.3,9.4,105.043618295629,"GP"
3.3,9.5,104.956801010494,"GP"
3.3,9.6,104.777051990647,"GP"
3.3,9.7,104.494598023285,"GP"
3.3,9.8,104.101106549271,"GP"
3.3,9.9,103.589969692546,"GP"
3.3,10,102.956534981096,"GP"
3.4,3.5,100.300988525958,"GP"
3.4,3.6,97.9886378942632,"GP"
3.4,3.7,95.8962318466271,"GP"
3.4,3.8,94.0482739755617,"GP"
3.4,3.9,92.4631306509226,"GP"
3.4,4,91.1526100099301,"GP"
3.4,4.1,90.1217627079558,"GP"
3.4,4.2,89.3689106863687,"GP"
3.4,4.3,88.8859009165824,"GP"
3.4,4.4,88.6585717938746,"GP"
3.4,4.5,88.6674110304301,"GP"
3.4,4.6,88.8883759772193,"GP"
3.4,4.7,89.2938406992233,"GP"
3.4,4.8,89.8536291905509,"GP"
3.4,4.9,90.5360911165009,"GP"
3.4,5,91.309175580246,"GP"
3.4,5.1,92.1414596892035,"GP"
3.4,5.2,93.0030920757914,"GP"
3.4,5.3,93.8666168234597,"GP"
3.4,5.4,94.7076501621987,"GP"
3.4,5.5,95.505390432968,"GP"
3.4,5.6,96.2429507073585,"GP"
3.4,5.7,96.9075125734955,"GP"
3.4,5.8,97.4903084341653,"GP"
3.4,5.9,97.9864477039713,"GP"
3.4,6,98.3946090887845,"GP"
3.4,6.1,98.7166263181874,"GP"
3.4,6.2,98.9569980240612,"GP"
3.4,6.3,99.1223537864034,"GP"
3.4,6.4,99.2209077043538,"GP"
3.4,6.5,99.2619283316253,"GP"
3.4,6.6,99.2552496967924,"GP"
3.4,6.7,99.2108427660333,"GP"
3.4,6.8,99.138460527256,"GP"
3.4,6.9,99.0473633502288,"GP"
3.4,7,98.9461248816796,"GP"
3.4,7.1,98.8425129142188,"GP"
3.4,7.2,98.7434348088068,"GP"
3.4,7.3,98.654933450723,"GP"
3.4,7.4,98.582217570297,"GP"
3.4,7.5,98.5297096370037,"GP"
3.4,7.6,98.5010953944062,"GP"
3.4,7.7,98.4993612891876,"GP"
3.4,7.8,98.5268093100824,"GP"
3.4,7.9,98.5850427695138,"GP"
3.4,8,98.6749209656815,"GP"
3.4,8.1,98.7964850741038,"GP"
3.4,8.2,98.9488616691796,"GP"
3.4,8.3,99.130153645185,"GP"
3.4,8.4,99.3373307356606,"GP"
3.4,8.5,99.5661331463781,"GP"
3.4,8.6,99.8110019404287,"GP"
3.4,8.7,100.065048758907,"GP"
3.4,8.8,100.320075333145,"GP"
3.4,8.9,100.566650227934,"GP"
3.4,9,100.794246594751,"GP"
3.4,9.1,100.99144069413,"GP"
3.4,9.2,101.146166868807,"GP"
3.4,9.3,101.246020808996,"GP"
3.4,9.4,101.278599615612,"GP"
3.4,9.5,101.231864557782,"GP"
3.4,9.6,101.094510699058,"GP"
3.4,9.7,100.856326826144,"GP"
3.4,9.8,100.508529376381,"GP"
3.4,9.9,100.044055279697,"GP"
3.4,10,99.4578006985621,"GP"
3.5,3.6,95.1496355230169,"GP"
3.5,3.7,92.8346944457965,"GP"
3.5,3.8,90.7692628570353,"GP"
3.5,3.9,88.9737656098305,"GP"
3.5,4,87.4619671867425,"GP"
3.5,4.1,86.2407405890933,"GP"
3.5,4.2,85.3100663241626,"GP"
3.5,4.3,84.6632589369934,"GP"
3.5,4.4,84.2874092372791,"GP"
3.5,4.5,84.1640215366366,"GP"
3.5,4.6,84.2698172758713,"GP"
3.5,4.7,84.5776697917969,"GP"
3.5,4.8,85.0576299964746,"GP"
3.5,4.9,85.6779996857982,"GP"
3.5,5,86.4064082270191,"GP"
3.5,5.1,87.2108495518291,"GP"
3.5,5.2,88.0606396378709,"GP"
3.5,5.3,88.9272598139079,"GP"
3.5,5.4,89.7850579774171,"GP"
3.5,5.5,90.6117877787749,"GP"
3.5,5.6,91.3889745420176,"GP"
3.5,5.7,92.1021056527193,"GP"
3.5,5.8,92.7406518325019,"GP"
3.5,5.9,93.2979336406717,"GP"
3.5,6,93.7708542565027,"GP"
3.5,6.1,94.1595247417317,"GP"
3.5,6.2,94.4668113120273,"GP"
3.5,6.3,94.6978355300882,"GP"
3.5,6.4,94.8594577751859,"GP"
3.5,6.5,94.959771974974,"GP"
3.5,6.6,95.0076356555989,"GP"
3.5,6.7,95.0122542206135,"GP"
3.5,6.8,94.982832427432,"GP"
3.5,6.9,94.9282997479939,"GP"
3.5,7,94.8571101416515,"GP"
3.5,7.1,94.7771111670252,"GP"
3.5,7.2,94.6954726905561,"GP"
3.5,7.3,94.6186620028644,"GP"
3.5,7.4,94.5524501143928,"GP"
3.5,7.5,94.5019334413567,"GP"
3.5,7.6,94.4715559657132,"GP"
3.5,7.7,94.4651191069969,"GP"
3.5,7.8,94.4857697329454,"GP"
3.5,7.9,94.535960645427,"GP"
3.5,8,94.6173821487627,"GP"
3.5,8.1,94.7308675677151,"GP"
3.5,8.2,94.8762794746992,"GP"
3.5,8.3,95.0523865969952,"GP"
3.5,8.4,95.2567436556483,"GP"
3.5,8.5,95.4855875718377,"GP"
3.5,8.6,95.7337634885328,"GP"
3.5,8.7,95.9946929137668,"GP"
3.5,8.8,96.2603941033933,"GP"
3.5,8.9,96.5215617493704,"GP"
3.5,9,96.7677093675139,"GP"
3.5,9.1,96.9873737673426,"GP"
3.5,9.2,97.168376934351,"GP"
3.5,9.3,97.2981368518061,"GP"
3.5,9.4,97.3640154983165,"GP"
3.5,9.5,97.3536896954563,"GP"
3.5,9.6,97.2555288050176,"GP"
3.5,9.7,97.0589625778902,"GP"
3.5,9.8,96.7548227563328,"GP"
3.5,9.9,96.3356432806545,"GP"
3.5,10,95.7959060410541,"GP"
3.6,3.7,89.9593615749073,"GP"
3.6,3.8,87.670615163098,"GP"
3.6,3.9,85.6572586923306,"GP"
3.6,4,83.935066608303,"GP"
3.6,4.1,82.5128183498993,"GP"
3.6,4.2,81.392266413856,"GP"
3.6,4.3,80.568333670973,"GP"
3.6,4.4,80.0295286144046,"GP"
3.6,4.5,79.7585584051964,"GP"
3.6,4.6,79.7331116568199,"GP"
3.6,4.7,79.9267762685974,"GP"
3.6,4.8,80.3100526200477,"GP"
3.6,4.9,80.8514193363577,"GP"
3.6,5,81.518407793924,"GP"
3.6,5.1,82.2786426077182,"GP"
3.6,5.2,83.1008084645561,"GP"
3.6,5.3,83.955508658042,"GP"
3.6,5.4,84.8159872521411,"GP"
3.6,5.5,85.6586945696233,"GP"
3.6,5.6,86.4636842169078,"GP"
3.6,5.7,87.2148386235141,"GP"
3.6,5.8,87.8999285869739,"GP"
3.6,5.9,88.5105200884386,"GP"
3.6,6,89.0417482488584,"GP"
3.6,6.1,89.4919833814688,"GP"
3.6,6.2,89.8624174174095,"GP"
3.6,6.3,90.1566004131573,"GP"
3.6,6.4,90.3799563924645,"GP"
3.6,6.5,90.5393055596158,"GP"
3.6,6.6,90.642416186032,"GP"
3.6,6.7,90.6976045560453,"GP"
3.6,6.8,90.7133956647613,"GP"
3.6,6.9,90.6982513364754,"GP"
3.6,7,90.660366524127,"GP"
3.6,7.1,90.6075291809854,"GP"
3.6,7.2,90.5470346278862,"GP"
3.6,7.3,90.4856420533206,"GP"
3.6,7.4,90.4295588581633,"GP"
3.6,7.5,90.3844380592575,"GP"
3.6,7.6,90.3553748511995,"GP"
3.6,7.7,90.3468905432038,"GP"
3.6,7.8,90.3628951979563,"GP"
3.6,7.9,90.4066240940101,"GP"
3.6,8,90.4805472632749,"GP"
3.6,8.1,90.5862554583108,"GP"
3.6,8.2,90.7243296342303,"GP"
3.6,8.3,90.894204082589,"GP"
3.6,8.4,91.0940354899648,"GP"
3.6,8.5,91.3205912516411,"GP"
3.6,8.6,91.5691702813273,"GP"
3.6,8.7,91.8335683417136,"GP"
3.6,8.8,92.106097685977,"GP"
3.6,8.9,92.37766772887,"GP"
3.6,9,92.6379297979631,"GP"
3.6,9.1,92.8754850283754,"GP"
3.6,9.2,93.0781504502603,"GP"
3.6,9.3,93.2332745629869,"GP"
3.6,9.4,93.3280904505228,"GP"
3.6,9.5,93.3500919814841,"GP"
3.6,9.6,93.2874170081267,"GP"
3.6,9.7,93.1292208187346,"GP"
3.6,9.8,92.8660234251984,"GP"
3.6,9.9,92.4900155335339,"GP"
3.6,10,91.9953101408995,"GP"
3.7,3.8,84.7853493027844,"GP"
3.7,3.9,82.5485034449806,"GP"
3.7,4,80.6085261411589,"GP"
3.7,4.1,78.9761656644102,"GP"
3.7,4.2,77.6550409329655,"GP"
3.7,4.3,76.6418079742321,"GP"
3.7,4.4,75.9265456860525,"GP"
3.7,4.5,75.4933413892962,"GP"
3.7,4.6,75.3210487839999,"GP"
3.7,4.7,75.3841843121814,"GP"
3.7,4.8,75.6539229299972,"GP"
3.7,4.9,76.0991511564819,"GP"
3.7,5,76.6875341556939,"GP"
3.7,5.1,77.3865545752688,"GP"
3.7,5.2,78.1644838437238,"GP"
3.7,5.3,78.9912514440907,"GP"
3.7,5.4,79.8391840492815,"GP"
3.7,5.5,80.683593952762,"GP"
3.7,5.6,81.5032045148254,"GP"
3.7,5.7,82.2804088887005,"GP"
3.7,5.8,83.001366598496,"GP"
3.7,5.9,83.6559501415757,"GP"
3.7,6,84.2375602611431,"GP"
3.7,6.1,84.7428335404099,"GP"
3.7,6.2,85.1712692686304,"GP"
3.7,6.3,85.524803999245,"GP"
3.7,6.4,85.8073618627109,"GP"
3.7,6.5,86.024406634065,"GP"
3.7,6.6,86.1825180212966,"GP"
3.7,6.7,86.28900996142,"GP"
3.7,6.8,86.3516032787164,"GP"
3.7,6.9,86.3781593038265,"GP"
3.7,7,86.3764754076175,"GP"
3.7,7.1,86.3541382768308,"GP"
3.7,7.2,86.3184265007812,"GP"
3.7,7.3,86.2762509193943,"GP"
3.7,7.4,86.2341193747093,"GP"
3.7,7.5,86.1981120741489,"GP"
3.7,7.6,86.1738546690027,"GP"
3.7,7.7,86.166478228771,"GP"
3.7,7.8,86.1805583171177,"GP"
3.7,7.9,86.2200290491866,"GP"
3.7,8,86.2880719937755,"GP"
3.7,8.1,86.386983726057,"GP"
3.7,8.2,86.5180294021711,"GP"
3.7,8.3,86.681292622064,"GP"
3.7,8.4,86.8755338402904,"GP"
3.7,8.5,87.0980705233503,"GP"
3.7,8.6,87.3446920709708,"GP"
3.7,8.7,87.6096212412658,"GP"
3.7,8.8,87.8855315533191,"GP"
3.7,8.9,88.163627065581,"GP"
3.7,9,88.4337872806475,"GP"
3.7,9.1,88.6847759786045,"GP"
3.7,9.2,88.9045088188208,"GP"
3.7,9.3,89.0803708527792,"GP"
3.7,9.4,89.1995719097242,"GP"
3.7,9.5,89.2495253594295,"GP"
3.7,9.6,89.2182341717428,"GP"
3.7,9.7,89.0946675647595,"GP"
3.7,9.8,88.8691118791693,"GP"
3.7,9.9,88.5334805860209,"GP"
3.7,10,88.0815704218047,"GP"
3.8,3.9,79.6774906741145,"GP"
3.8,4,77.5142273462725,"GP"
3.8,4.1,75.6644098537205,"GP"
3.8,4.2,74.1335967942998,"GP"
3.8,4.3,72.9202837023286,"GP"
3.8,4.4,72.0162571564839,"GP"
3.8,4.5,71.4071498186354,"GP"
3.8,4.6,71.0731697898516,"GP"
3.8,4.7,70.9899711094556,"GP"
3.8,4.8,71.1296272397081,"GP"
3.8,4.9,71.4616662228902,"GP"
3.8,5,71.9541250239626,"GP"
3.8,5.1,72.5745814307398,"GP"
3.8,5.2,73.2911247116359,"GP"
3.8,5.3,74.0732308555103,"GP"
3.8,5.4,74.8925143634075,"GP"
3.8,5.5,75.7233358648653,"GP"
3.8,5.6,76.5432528637604,"GP"
3.8,5.7,77.3333092116371,"GP"
3.8,5.8,78.0781669822951,"GP"
3.8,5.9,78.7660918222418,"GP"
3.8,6,79.3888091701187,"GP"
3.8,6.1,79.941253644603,"GP"
3.8,6.2,80.4212371617823,"GP"
3.8,6.3,80.8290628414589,"GP"
